Name,Contact_Number,Gender,Age ,10th_percentage,Tenthth_Board,12th_percentage,12th_board,12th_field,Degree_Field,Degree_Percentage,History_Of_Backlogs,English_Test_Percentage,Department_Applied_To,MBA_Grade,Work_Experience,Salary_expectations_per_month
MILLARD,6421606611,M,26,54,Central,70,Others,Science,MTECH,70,0,91,Technical,,1,3
MEADOR,7585267000,M,24,69,Central,26,Central,Science,MTECH,70,0,83,Technical,,0,5
MCDUFFIE,8965245187,F,27,70,Central,26,Others,Science,MTECH,70,0,66,Technical,,2,3
MATTOX,7557863747,M,26,70,Others,81,Others,Science,MTECH,70,1,72,Technical,,1,2
KRAUS,7249230753,M,24,74,Others,77,Others,Science,MTECH,60,0,70,Technical,,0,3
HARKINS,6911096861,M,24,65,Others,56,Others,Science,MTECH,60,0,67,Technical,,0,4
CHOATE,6711577851,M,21,72,Central,56,Others,Science,BTECH,60,0,68,Teaching,64,1,2
BESS,6356293038,F,26,42,Others,69,Central,Science,MED,70,0,56,Teaching,,1,1
WREN,7197175101,M,21,87,Central,63,Others,Science,BTECH,60,0,61,Teaching,79,0,3
SLEDGE,8434995640,M,20,81,Others,62,Central,Science,BTECH,70,0,46,Teaching,98,0,5
SANBORN,8250479466,M,24,81,Central,38,Central,Science,MED,70,0,54,Teaching,,0,2
OUTLAW,7808147563,M,19,64,Central,88,Others,Science,BTECH,80,0,71,Teaching,48,1,2
KINDER,6981188444,M,19,90,Others,49,Others,Science,BTECH,60,1,56,Teaching,77,1,1
GEARY,8014279829,M,21,56,Central,7,Central,Science,BTECH,80,0,74,Teaching,77,0,1
CORNWELL,7602519997,M,30,61,Central,89,Others,Science,MTECH,70,0,57,Technical,,3,1
BARCLAY,8276726905,M,24,73,Others,96,Central,Science,MTECH,80,1,82,Technical,,0,5
ADAM,8787302159,M,27,58,Central,10,Central,Science,MTECH,70,0,76,Technical,,2,4
ABNEY,8330956826,M,26,65,Central,82,Others,Science,MTECH,60,1,70,Technical,,1,4
SEWARD,6771265829,M,22,56,Others,37,Others,Science,BTECH,60,0,90,Technical,,0,5
RHOADS,9202853988,M,22,54,Others,93,Central,Science,BTECH,60,0,90,Technical,,0,2
HOWLAND,8443999587,M,22,65,Central,90,Others,Science,BTECH,60,0,68,Technical,,0,2
FORTIER,7460513633,M,22,71,Central,60,Others,Science,BTECH,60,0,66,Technical,,0,4
EASTER,6920124207,F,22,74,Central,96,Others,Science,BTECH,70,0,52,Technical,,0,1
BENNER,7264166227,M,22,84,Others,86,Others,Science,BTECH,70,0,76,Technical,,0,3
VINES,8977030833,M,22,55,Others,60,Others,Science,BTECH,70,0,68,Technical,,0,1
TUBBS,8123992078,M,24,69,Central,21,Others,Science,BTECH,60,1,72,Technical,,2,4
TROUTMAN,8507378075,M,22,44,Central,83,Others,Science,BTECH,70,1,82,Technical,,0,1
RAPP,7529556591,M,22,78,Central,87,Central,Science,BTECH,80,0,92,Technical,,0,3
NOE,8217852143,F,23,84,Central,25,Central,Science,BTECH,70,0,54,Technical,,1,1
MCCURDY,7668477142,M,24,41,Others,35,Others,Science,BTECH,70,0,92,Technical,,2,5
HARDER,9331920909,M,22,85,Others,20,Central,Science,BTECH,80,1,54,Technical,,0,1
DELUCA,9398718555,M,22,55,Central,86,Others,Science,BTECH,80,0,80,Technical,,0,2
WESTMORELAND,7296022496,M,22,59,Central,7,Central,Science,BTECH,70,1,66,Technical,,0,4
SOUTH,7816143053,M,20,17,Central,68,Others,Science,BTECH,80,0,54,Technical,, ,4
HAVENS,8670785608,M,22,74,Central,14,Others,Science,BTECH,70,1,77,Technical,,0,3
GUAJARDO,7974014669,F,24,39,Others,85,Others,Science,BTECH,60,0,87,Technical,,2,5
ELY,6465365777,M,23,61,Others,15,Others,Science,BTECH,60,0,73,Technical,,1,1
CLARY,7897767877,F,22,80,Others,29,Others,Science,BTECH,80,0,43,Technical,,0,2
SEAL,7269736538,M,22,58,Central,41,Central,Science,BTECH,70,1,52,Technical,,0,1
MEEHAN,6671606995,M,22,64,Central,18,Central,Science,BTECH,70,0,62,Technical,,0,5
HERZOG,8661214927,M,24,37,Central,63,Central,Science,BTECH,70,0,94,Technical,,2,1
GUILLEN,7458967317,F,22,72,Central,26,Central,Science,BTECH,60,0,85,Technical,,0,1
ASHCRAFT,7556263740,M,23,58,Central,11,Central,Science,BTECH,60,0,84,Technical,,1,5
WAUGH,9355635389,M,24,64,Central,7,Central,Science,MTECH,80,1,73,Technical,,0,5
RENNER,8832563890,M,26,63,Others,22,Others,Science,MTECH,80,0,78,Technical,,1,3
MILAM,9035865412,M,24,55,Others,61,Others,Science,MTECH,80,0,79,Technical,,0,1
JUNG,7096529429,M,22,51,Central,75,Others,Science,BED,60,0,52,Teaching,,2,2
ELROD,7608735362,F,26,57,Others,51,Central,Science,MTECH,80,0,84,Technical,,1,3
CHURCHILL,7895390502,M,24,49,Central,75,Central,Science,MTECH,80,1,57,Technical,,0,3
BUFORD,6846608189,M,26,41,Central,39,Others,Science,MTECH,70,0,50,Technical,,1,1
BREAUX,7176434258,M,24,26,Others,74,Others,Science,MTECH,60,0,49,Technical,,0,1
BOLIN,7001715029,M,24,78,Central,79,Central,Science,MTECH,70,0,59,Technical,,0,1
ASHER,7051968754,M,26,74,Central,46,Others,Science,MTECH,60,0,60,Technical,,1,3
WINDHAM,8105394409,F,20,68,Others,1,Others,Science,BED,60,0,43,Teaching,58,0,4
TIRADO,8630267920,M,24,49,Central,57,Others,Science,MTECH,60,0,47,Technical,,0,1
PEMBERTON,8464716342,M,26,45,Others,42,Central,Science,MTECH,80,0,70,Technical,,1,4
NOLEN,8442451260,M,26,47,Central,36,Others,Science,MTECH,60,0,73,Technical,,1,5
NOLAND,8710122426,M,24,64,Central,53,Others,Science,MTECH,80,0,53,Technical,,0,3
KNOTT,8780109316,M,26,39,Others,61,Others,Science,MTECH,60,0,58,Technical,,1,1
EMMONS,8719938639,F,24,80,Others,85,Central,Science,MTECH,70,1,94,Technical,,0,1
CORNISH,7315934784,M,26,83,Central,10,Others,Science,MTECH,70,1,68,Technical,,1,5
CHRISTENSON,8540153554,M,30,71,Others,20,Others,Science,MED,60,0,83,Teaching,,3,1
BROWNLEE,7894544441,M,20,70,Others,8,Others,Science,BTECH,70,0,58,Teaching,74,0,5
BARBEE,8686613644,F,21,86,Others,40,Others,Science,BTECH,80,1,62,Teaching,91,1,1
WALDROP,7473754438,M,21,72,Others,11,Others,Science,BTECH,70,0,71,Teaching,81,1,2
PITT,7991563976,M,21,34,Others,38,Others,Science,BTECH,70,1,86,Teaching,95,0,1
OLVERA,9382798026,F,26,79,Others,73,Others,Science,MTECH,80,1,68,Technical,,1,3
LOMBARDI,8852842040,M,26,45,Others,86,Others,Science,MTECH,80,0,80,Technical,,1,5
GRUBER,8101439802,M,24,86,Central,24,Others,Science,MTECH,70,0,79,Technical,,0,2
GAFFNEY,7973799618,M,24,81,Central,16,Others,Science,MTECH,60,0,89,Technical,,0,4
EGGLESTON,7461397384,M,27,66,Others,7,Central,Science,MTECH,60,0,66,Technical,,2,3
BANDA,6391946498,M,24,72,Central,78,Others,Science,MTECH,70,1,80,Technical,,0,4
ARCHULETA,8756076951,M,24,67,Central,71,Others,Science,MTECH,60,0,97,Technical,,0,3
STILL,6701598432,M,24,67,Central,27,Others,Science,MTECH,60,0,64,Technical,,0,1
SLONE,6897022066,M,26,67,Others,53,Central,Science,MTECH,60,0,64,Technical,,1,1
PREWITT,7187060225,M,24,74,Central,13,Others,Science,MTECH,70,0,69,Technical,,0,3
PFEIFFER,8697510843,M,30,91,Others,49,Central,Science,MTECH,80,0,65,Technical,,3,2
NETTLES,9113631054,M,24,44,Central,38,Central,Science,MTECH,70,0,88,Technical,,0,5
MENA,7363525289,M,26,86,Central,72,Central,Science,MTECH,60,0,50,Technical,,1,1
MCADAMS,6885909268,M,26,67,Central,68,Others,Science,MTECH,80,0,64,Technical,,1,4
HENNING,6757671566,M,26,100,Others,6,Others,Science,MTECH,60,0,40,Technical,,1,2
GARDINER,7799365040,M,26,63,Central,42,Central,Science,MTECH,70,0,33,Technical,,1,5
CROMWELL,8271652208,M,26,76,Others,68,Central,Science,MTECH,80,1,79,Technical,,1,4
CHISHOLM,7911345402,M,26,64,Others,80,Central,Science,MTECH,80,0,66,Technical,,1,3
BURLESON,7182966112,M,24,89,Central,41,Central,Science,MTECH,80,0,70,Technical,,0,2
BOX,6994981005,M,24,55,Central,26,Others,Science,MTECH,60,0,62,Technical,,0,3
VEST,8273546986,M,26,53,Others,5,Central,Science,MTECH,80,0,79,Technical,,1,3
OGLESBY,8444376735,M,24,58,Central,23,Others,Science,MTECH,80,0,74,Technical,,0,3
MCCARTER,7003683853,F,24,100,Others,26,Others,Science,MTECH,60,0,92,Technical,,0,3
MALCOLM,8338230609,M,24,77,Others,10,Central,Science,MTECH,80,0,80,Technical,,0,2
LUMPKIN,7350435373,M,24,85,Central,91,Others,Science,MTECH,60,0,46,Technical,,0,5
LARUE,7510536143,F,26,82,Others,21,Others,Science,MTECH,60,1,45,Technical,,1,4
GREY,8936386553,M,24,63,Others,88,Others,Science,MTECH,60,0,100,Technical,,0,4
WOFFORD,7867658423,M,26,69,Central,60,Central,Science,MTECH,80,0,78,Technical,,1,4
VANHORN,7836767886,M,26,92,Central,27,Others,Science,MTECH,80,0,47,Technical,,1,2
THORN,8018279497,F,26,89,Others,29,Others,Science,MTECH,80,0,67,Technical,,1,4
TEEL,9452762399,M,24,93,Others,72,Others,Science,MTECH,70,0,70,Technical,,0,3
SWAFFORD,8259879624,M,24,57,Others,71,Central,Science,MTECH,70,0,92,Technical,,0,4
STCLAIR,6524173116,M,24,80,Central,7,Others,Science,MTECH,70,0,56,Technical,,0,4
STANFIELD,7014769929,M,26,95,Central,22,Others,Science,MTECH,80,1,64,Technical,,1,3
OCAMPO,8880319086,F,26,68,Central,30,Central,Science,MTECH,80,0,71,Technical,,1,1
HERRMANN,8742975914,F,26,77,Central,14,Others,Science,MTECH,80,1,53,Technical,,1,4
HANNON,6787049280,M,22,82,Others,81,Others,Science,BTECH,70,0,52,Technical,,0,2
ARSENAULT,8183875047,M,24,49,Others,89,Others,Science,BTECH,60,1,89,Technical,,2,1
ROUSH,7732125345,M,23,84,Others,4,Others,Science,BTECH,70,0,58,Technical,,1,5
MCALISTER,6469279882,F,23,37,Others,98,Others,Science,BTECH,60,1,68,Technical,,1,1
HIATT,6792190015,M,27,74,Central,39,Others,Science,MED,60,0,96,Teaching,,2,1
GUNDERSON,8781687891,M,23,81,Others,86,Others,Science,BTECH,70,0,80,Technical,,1,3
FORSYTHE,8996909245,M,22,79,Central,27,Central,Science,BTECH,60,0,78,Technical,,0,4
DUGGAN,9302570628,M,22,55,Central,42,Central,Science,BTECH,70,0,80,Technical,,0,5
DELVALLE,7121337261,M,24,54,Central,10,Central,Science,BTECH,70,0,77,Technical,,2,1
CINTRON,6790971220,M,22,55,Central,21,Others,Science,BTECH,70,0,76,Technical,,0,3
WILKS,9078754343,M,22,66,Others,25,Others,Science,BTECH,70,0,73,Technical,,0,5
WEINSTEIN,7173142088,M,24,61,Others,26,Central,Science,MED,70,1,62,Teaching,,0,4
URIBE,7089635615,F,26,72,Central,1,Central,Science,MED,80,0,65,Teaching,,1,2
RIZZO,7191725081,M,21,62,Central,96,Central,Science,BTECH,60,0, ,Teaching,68,0,1
NOYES,7266915473,F,21,55,Central,3,Central,Science,BTECH,80,0,54,Teaching,78,1,3
MCLENDON,9235976505,F,20,43,Central,97,Central,Science,BTECH,70,0,50,Teaching,52,0,2
GURLEY,9455983209,M,21,73,Central,2,Others,Science,BTECH,70,0,64,Teaching,91,1,5
BETHEA,8776887213,M,21,39,Central,8,Central,Science,BTECH,80,0,73,Teaching,67,0,2
WINSTEAD,6914935060,M,22,84,Central,9,Central,Science,BTECH,70,0,99,Technical,,0,1
MAPLES,8125545252,M,23,68,Central,93,Central,Science,BTECH,70,0,72,Technical,,1,1
HARRY,6668428022,M,22,75,Central,44,Central,Science,BTECH,60,0,15,Technical,,0,1
GUYTON,7206865423,M,24,100,Central,45,Central,Science,BTECH,60,1,48,Technical,,2,1
GIORDANO,9505459279,M,22,67,Central,96,Central,Science,BTECH,70,0,73,Technical,,0,1
ALDERMAN,8681422115,M,23,67,Central,49,Others,Science,BTECH,70,0,81,Technical,,1,3
VALDES,7278077135,F,22,70,Others,75,Others,Science,BTECH,70,1,63,Technical,,0,3
POLANCO,9564679525,M,23,49,Others,84,Others,Science,BTECH,80,0,30,Technical,,1,3
PAPPAS,8391613687,M,22,67,Others,92,Others,Science,BTECH,70,1,80,Technical,,0,3
LIVELY,8383909588,M,24,89,Others,17,Others,Science,BTECH,90,0,51,Technical,,2,5
GROGAN,9567578426,F,23,74,Others,11,Others,Science,BTECH,90,0,90,Technical,,1,3
GRIFFITHS,6855213756,M,22,60,Others,26,Central,Science,BTECH,90,0,62,Technical,,0,2
BOBO,6425025127,M,27,86,Others,36,Others,Science,MTECH,90,1,82,Technical,,2,5
AREVALO,7816623259,M,24,62,Others,70,Others,Science,MTECH,80,0,54,Technical,,0,2
WHITSON,7333773486,M,26,78,Others,87,Others,Science,MED,80,1,62,Teaching,,1,4
SOWELL,7883600814,M,26,88,Others,72,Central,Science,MTECH,80,0,65,Technical,,1,5
RENDON,7227576283,M,24,53,Central,79,Central,Science,MTECH,70,1,63,Technical,,0,4
MATTHEW,7419435464,M,26,53,Central,67,Central,Science,MTECH,90,0,66,Technical,,1,3
JULIAN,6747383917,M,32,92,Central,6,Central,Science,MTECH,70,0,91,Technical,,4,1
FERNANDES,7049350393,M,26,100,Central,41,Others,Science,MTECH,80,1,74,Technical,,1,2
FARROW,6724830514,M,24,51,Others,61,Others,Science,MTECH,70,0,93,Technical,,0,5
EDMOND,8887390133,M,27,76,Others,53,Central,Science,MTECH,70,1,72,Technical,,2,3
BENAVIDEZ,7817163751,F,26,83,Central,8,Central,Science,MTECH,70,0,38,Technical,,1,3
AYRES,6627485146,M,27,75,Central,59,Central,Science,MTECH,80,0,83,Technical,,2,2
ALICEA,8731625541,M,24,73,Central,91,Others,Science,MTECH,80,0,84,Technical,,0,3
STUMP,8254997800,M,24,88,Others,26,Others,Science,MED,70,1,68,Teaching,,0,1
SMALLEY,7923341058,M,24,86,Others,79,Others,Science,MTECH,80,1,54,Technical,,0,4
SEITZ,9038826326,M,26,67,Central,80,Others,Science,MTECH,90,0,56,Technical,,1,5
SCHULTE,9413156848,M,24,51,Others,15,Central,Science,MTECH,70,1,52,Technical,,0,3
GILLEY,8696807927,F,24,91,Others,65,Others,Science,MTECH,70,1,86,Technical,,0,4
GALLANT,7886059207,M,26,54,Others,20,Others,Science,MTECH,70,0,62,Technical,,1,3
DEWEY,9542161064,M,26,77,Others,40,Central,Science,MTECH,80,1,99,Technical,,1,2
CASPER,7286890362,M,24,70,Central,63,Others,Science,MTECH,90,0,63,Technical,,0,2
CANFIELD,9211093356,M,26,100,Others,27,Central,Science,MTECH,90,0,46,Technical,,1,1
WOLFORD,6956132985,M,26,68,Central,84,Others,Science,MTECH,90,0,46,Technical,,1,2
OMALLEY,6721905328,M,26,64,Others,24,Others,Science,MTECH,90,1,55,Technical,,1,3
MCNUTT,9373417144,F,26,50,Others,75,Central,Science,MTECH,80,0,70,Technical,,1,3
MCNULTY,6709332478,M,26,69,Central,99,Central,Science,MTECH,90,0,65,Technical,,1,3
MCGOVERN,7675648525,F,26,52,Central,23,Others,Science,MTECH,80,0,81,Technical,,1,3
HARDMAN,9494620236,M,26,67,Others,70,Others,Science,MTECH,80,0,85,Technical,,1,4
HARBIN,7463742308,F,24,76,Others,49,Others,Science,MTECH,80,1,80,Technical,,0,2
COWART,7787137208,M,26,66,Central,5,Others,Science,MTECH,90,1,64,Technical,,1,1
CHAVARRIA,7500458875,F,24,52,Central,14,Others,Science,MTECH,90,0,81,Technical,,0,3
BRINK,7414038773,F,24,88,Others,89,Central,Science,MED,80,1,88,Teaching,,0,3
BECKETT,8472168782,M,24,65,Central,85,Others,Science,MTECH,70,0,74,Technical,,0,3
BAGWELL,8370762797,M,24,83,Central,14,Others,Science,MTECH,90,0,73,Technical,,0,2
ARMSTEAD,6930784636,M,26,64,Central,42,Central,Science,MTECH,80,0,51,Technical,,1,2
ANGLIN,7515618718,F,27,62,Central,61,Central,Science,MTECH,90,0,90,Technical,,2,1
ABREU,8172111240,F,24,84,Central,54,Others,Science,MTECH,70,0,79,Technical,,0,1
REYNOSO,8560448488,M,26,55,Others,96,Others,Science,MTECH,90,0,80,Technical,,1,1
KREBS,6846775193,M,24,69,Others,67,Others,Science,MTECH,90,1,60,Technical,,0,4
JETT,7207654402,M,26,56,Others,71,Others,Science,MTECH,70,0,81,Technical,,1,3
HOFFMANN,8679127756,M,26,53,Others,17,Others,Science,MED,70,0,65,Teaching,,1,3
GREENFIELD,7723367166,M,24,79,Others,36,Others,Science,MTECH,70,0,68,Technical,,0,2
FORTE,8469944221,M,24,84,Others,94,Central,Science,MTECH,90,0,55,Technical,,0,3
BURNEY,7045978200,M,24,81,Central,47,Central,Science,MTECH,90,0,81,Technical,,0,1
BROOME,7586677104,M,21,77,Central,71,Others,Science,BTECH,80,0,53,Teaching,55,0,1
SISSON,7294358260,M,24,69,Others,19,Others,Science,MED,90,0,76,Teaching,,0,4
PARENT,8386042546,M,20,41,Others,91,Others,Science,BTECH,80,0,98,Teaching,29,1,2
JUDE,6987427020,M,24,71,Others,96,Others,Science,MED,80,0,74,Teaching,,0,1
YOUNGER,8299300386,F,32,62,Central,0,Central,Science,MED,90,0,79,Teaching,,4,5
TRAMMELL,8807282882,M,26,80,Central,83,Others,Science,MED,70,0,67,Teaching,,1,3
PARTRIDGE,7849943395,M,20,81,Central,75,Central,Science,BTECH,70,0,64,Teaching,28,1,5
MARVIN,8050993352,M,26,61,Others,89,Others,Science,MED,90,0,61,Teaching,,1,3
MACE,7694054056,M,20,79,Others,17,Others,Science,BTECH,80,0,58,Teaching,92,3,2
LOMAX,7295664403,F,20,28,Others,83,Central,Science,BTECH,80,0,85,Teaching,90,0,4
LEMIEUX,8007046297,M,20,62,Central,18,Others,Science,BTECH,90,0,73,Teaching,88,0,5
GOSSETT,7733872415,M,32,51,Others,98,Others,Science,MED,90,1,63,Teaching,,4,5
FRANTZ,9087530772,M,20,91,Others,83,Central,Science,BTECH,80,0,69,Teaching,88,1,1
FOGLE,8362322577,M,24,83,Central,77,Others,Science,MED,90,0,67,Teaching,,0,2
COONEY,9135874685,M,20,86,Others,9,Others,Science,BTECH,80,0,63,Teaching,96,1,3
BROUGHTON,7783275282,M,20,42,Central,18,Others,Science,BTECH,90,0,60,Teaching,46,1,5
PENCE,7839105817,M,21,77,Others,68,Others,Science,BTECH,90,0,71,Teaching,73,2,5
PAULSEN,8315444839,M,26,56,Others,29,Central,Science,MED,70,0,87,Teaching,,1,2
NEIL,8577505407,M,21,68,Central,64,Central,Science,BTECH,90,0,61,Teaching,64,0,3
MUNCY,6391611046,M,24,85,Central,16,Others,Science,MED,80,0,77,Teaching,,0,3
MCARTHUR,8798459083,M,20,65,Others,79,Others,Science,BTECH,90,0,68,Teaching,56,0,1
HOLLINS,9253668233,F,21,80,Others,98,Central,Science,BTECH,70,1,50,Teaching,99,0,1
EDWARD,6384792171,F,26,66,Central,13,Central,Science,MED,70,0,76,Teaching,,1,2
BEAUCHAMP,8792753590,M,20,56,Central,48,Central,Science,BTECH,80,0,84,Teaching,29,1,1
WITHERS,7969915074,F,21,72,Central,77,Central,Science,BTECH,70,0,78,Teaching,65,0,1
OSORIO,9130989760,M,21,50,Central,77,Others,Science,BTECH,80,0,66,Teaching,73,0,1
MULLIGAN,8813433632,M,21,72,Central,15,Central,Science,BTECH,80,0,76,Teaching,81,0,4
HOYLE,8365837676,M,20,95,Central,39,Others,Science,BTECH,90,1,76,Teaching,62,0,1
FOY,8715859650,M,21,64,Central,53,Central,Science,BTECH,70,1,78,Teaching,59,1,2
DOCKERY,8846482283,M,20,43,Central,15,Others,Science,BTECH,70,0,60,Teaching,90,2,2
COCKRELL,6890134027,M,21,86,Central,37,Others,Science,BTECH,80,0,74,Teaching,84,2,1
BEGLEY,8476754383,M,24,87,Others,54,Central,Science,MED,90,0,60,Teaching,,0,5
AMADOR,7062852877,M,21,82,Central,72,Others,Science,BED,80,0,54,Teaching,,1,1
ROBY,9337516228,M,21,75,Others,86,Central,Science,BTECH,90,0,44,Teaching,94,0,1
RAINS,7654904611,M,20,66,Central,24,Others,Science,BED,70,0,68,Teaching,,0,2
LINDQUIST,8815932278,M,20,60,Central,68,Others,Science,BTECH,80,1,100,Teaching,95,0,5
GENTILE,7861280804,F,21,52,Central,62,Others,Science,BTECH,80,0,68,Teaching,83,0,5
EVERHART,6491761574,M,22,80,Others,70,Others,Science,BED,70,1,73,Teaching,,2,2
BOHANNON,7909228941,M,21,68,Others,24,Central,Science,BTECH,80,0,44,Teaching,46,1,4
WYLIE,6364796976,M,21,83,Central,36,Others,Science,BED,70,1,83,Teaching,,1,4
THAO,9045096214,M,20,52,Central,25,Central,Science,BTECH,70,0,53,Teaching,46,1,3
SOMMERS,9450643162,F,21,51,Central,30,Others,Science,BTECH,80,0,78,Teaching,64,2,1
PURNELL,6525618688,M,21,74,Others,89,Others,Science,BTECH,80,0,81,Teaching,46,1,3
PALMA,7035829171,M,22,76,Others,38,Others,Science,BED,70,0,73,Teaching,,2,2
FORTIN,8125610805,M,20,76,Others,89,Others,Science,BTECH,90,0,56,Teaching,78,0,3
DUNNING,8604217221,M,20,70,Central,78,Others,Science,BTECH,80,0,86,Teaching,73,2,3
BREEDEN,8543105933,M,20,64,Others,80,Central,Science,BTECH,70,0,90,Teaching,75,1,2
VAIL,6675281480,M,20,60,Central,6,Others,Science,BTECH,90,0,70,Teaching,47,1,4
PHELAN,9454292174,M,21,49,Others,3,Central,Science,BED,70,0,79,Teaching,,1,4
PHAN,7188385276,F,21,83,Central,67,Central,Science,BED,90,0,59,Teaching,,1,3
MARX,7017779345,M,20,70,Central,73,Others,Science,BED,90,0,82,Teaching,,0,3
COSBY,8983806388,M,20,80,Others,90,Others,Science,BED,80,0,72,Teaching,,0,1
COLBURN,7532347109,M,21,52,Central,18,Central,Science,BTECH,80,0,87,Teaching,67,0,3
CHONG,7862370428,M,20,73,Central,38,Others,Science,BTECH,70,0,67,Teaching,80,1,2
BOLING,6398032771,M,20,73,Others,13,Central,Science,BTECH,90,0,64,Teaching,62,0,4
BIDDLE,6770802901,M,21,77,Central,16,Central,Science,BTECH,70,0,65,Teaching,29,1,5
LEDESMA,7715655616,M,20,75,Central,26,Others,Science,BTECH,70,0,36,Teaching,74,0,3
GADDIS,8885504597,M,21,81,Others,78,Others,Science,BTECH,80,0,52,Teaching,30,1,2
DENNEY,6799476651,M,20,79,Others,35,Central,Science,BED,80,1,79,Teaching,,0,5
CHOW,7026454635,M,21,79,Central,59,Others,Science,BED,80,0,58,Teaching,,1,3
BUENO,6523358255,M,20,50,Central,18,Others,Science,BTECH,70,0,90,Teaching,28,0,4
BERRIOS,9146257119,M,20,93,Central,28,Others,Science,BED,90,0,85,Teaching,,0,2
WICKER,7872421321,F,20,73,Others,84,Others,Science,BTECH,80,0,99,Teaching,52,3,4
TOLLIVER,8321295089,M,21,42,Others,2,Others,Science,BTECH,90,0,84,Teaching,52,0,2
THIBODEAUX,8849860888,M,21,75,Central,85,Others,Science,BTECH,70,0,74,Teaching,91,0,1
NAGLE,8065182048,F,20,72,Central,58,Others,Science,BTECH,70,0,87,Teaching,56,1,1
LAVOIE,8209838075,M,20,92, ,49,Central,Science,BED,80,0,72,Teaching,,0,1
FISK,8444486136,F,21,76,Central,72,Central,Science,BTECH,90,0,99,Teaching,93,1,1
DO,9109072176,F,21,63,Others,41,Others,Science,BTECH,70,0,74,Teaching,42,0,5
CRIST,8758651959,M,20,49,Others,78,Central,Science,BED,90,0,80,Teaching,,0,5
BARBOSA,8887819985,M,21,53,Central,50,Others,Science,BTECH,90,0,70,Teaching,67,1,4
REEDY,7921025062,M,20,70,Central,52,Central,Science,BTECH,80,0,59,Teaching,76,1,4
MARCH,7975936177,M,20,85,Central,44,Others,Science,BTECH,70,0,88,Teaching,89,1,2
LOCKLEAR,6813535499,M,26,78,Central,1,Others,Science,MED,80,1,42,Teaching,,1,4
KOLB,9240095523,M,24,92,Others,74,Others,Science,MED,80,0,41,Teaching,,0,1
HIMES,7800555581,M,21,63,Others,91,Others,Science,BTECH,70,0,71,Teaching,73,0,5
BEHRENS,6635465642,M,20,86,Others,81,Others,Science,BTECH,70,0,77,Teaching,52,0,1
BECKWITH,7176687613,M,21,56,Central,95,Central,Science,BTECH,70,0,57,Teaching,77,2,4
BECKHAM,8116527752,M,20,52,Central,41,Central,Science,BTECH,90,0,84,Teaching,88,0,3
WEEMS,9165310266,F,20,48,Central,64,Central,Science,BTECH,80,1,37,Teaching,53,0,5
WAHL,6623933821,M,20,79,Central,16,Central,Science,BTECH,70,0,80,Teaching,58,0,5
SHORTER,9040122053,M,20,78,Central,2,Central,Science,BTECH,90,1,43,Teaching,95,1,1
SHACKELFORD,8891100873,M,20,46,Central,93,Central,Science,BTECH,70,1,94,Teaching,85,1,2
REES,9369993517,M,26,82,Others,41,Others,Science,MED,90,0,44,Teaching,,1,3
MUSE,8805342602,M,20,82,Others,57,Others,Science,BTECH,70,0,57,Teaching,60,0,4
FREE,8834003068,M,26,89,Central,91,Others,Science,MED,70,0,59,Teaching,,1,2
CERDA,9429785630,F,27,75,Others,8,Central,Science,MED,80,0,84,Teaching,,2,5
VALADEZ,8249500855,M,20,76,Central,72,Central,Science,BTECH,70,0,73,Teaching,42,1,1
THIBODEAU,8601594705,M,24,70,Central,77,Others,Science,MED,80,0,73,Teaching,,0,4
SAAVEDRA,9349999382,F,20,73,Others,8,Others,Science,BTECH,80,1,55,Teaching,99,2,3
RIDGEWAY,7367595095,M,20,60,Central,38,Central,Science,BTECH,80,0,72,Teaching,89,0,2
REITER,8041438121,M,24,73,Central,41,Others,Science,MED,80,0,56,Teaching,,0,1
MCHENRY,9129409394,M,20,77,Others,24,Others,Science,BTECH,80,1,82,Teaching,65,0,3
MAJORS,9557053099,M,24,62,Central,42,Others,Science,MED,60,1,72,Teaching,,0,2
LACHANCE,7677537875,M,26,41,Others,5,Central,Science,MED,60,0,47,Teaching,,1,2
KEATON,7934514444,M,26,74,Central,8,Others,Science,MTECH,60,0,74,Technical,,1,4
ISRAEL,9073224918,M,24,46,Central,42,Others,Science,MTECH,60,0,71,Technical,,0,1
FERRARA,8628606840,M,26,87,Others,96,Others,Science,MTECH,60,0,68,Technical,,1,3
FALCON,6360275329,M,24,78,Others,12,Central,Science,MTECH,80,0,59,Technical,,0,2
CLEMENS,6990478280,M,26,54,Central,99,Others,Science,MTECH,60,0,86,Technical,,1,2
BLOCKER,8469380029,M,24,84,Others,94,Others,Science,MTECH,70,0,68,Technical,,0,4
APPLEGATE,6991488119,F,27,76,Others,36,Others,Science,MTECH,80,0,65,Technical,,2,2
PAZ,9523712977,M,24,75,Others,78,Others,Science,MTECH,60,0,75,Technical,,0,4
NEEDHAM,7739174375,F,27,67,Others,36,Others,Science,MTECH,80,1,85,Technical,,2,2
MOJICA,8875835158,F,26,87,Others,24,Others,Science,MTECH,70,0,53,Technical,,1,1
